"incident_num","date_time","day_of_week","address_number_primary","address_dir_primary","address_road_primary","address_sfx_primary","address_dir_intersecting","address_road_intersecting","address_sfx_intersecting","call_type","disposition","beat","priority"
"E23010005818","2023-01-05 10:33:15","5","0","","INTERSTATE 5 SB","","","CAMINO DE LA PLAZA","","1183","K","714","0"
"E23010005819","2023-01-05 10:34:35","5","2000","","G","ST","","","","SELENF","O","514","3"
"E23010005820","2023-01-05 10:35:30","5","4800","","PACIFIC","HWY","","","","1150","O","622","2"
"E23010005821","2023-01-05 10:35:45","5","1900","","FRONT","ST","","","","SELENF","K","529","3"
"E23010005822","2023-01-05 10:36:36","5","6500","","EL CAJON","BLV","","","","SELENF","K","821","3"
"E23010005823","2023-01-05 10:36:40","5","2200","","RIVER RUN","DR","","","","415N","K","315","3"
"E23010005824","2023-01-05 10:36:42","5","0","","POMERADO","RD","","CHABAD CENTER DRWY","","1183","K","241","0"
"E23010005825","2023-01-05 10:36:49","5","10100","","MAYA LINDA","RD","","","","10851R","R","242","2"
"E23010005826","2023-01-05 10:37:47","5","1200","","MARKET","ST","","","","CW","K","521","1"
"E23010005827","2023-01-05 10:37:50","5","9500","","MIRAMAR","RD","","","","20002","R","243","1"
"E23010005828","2023-01-05 10:38:58","5","4700","","JEAN","DR","","","","586","K","824","4"
"E23010005829","2023-01-05 10:39:40","5","6200","","CAMINO DE LA COSTA","","","","","T","O","124","2"
"E23010005831","2023-01-05 10:41:06","5","4300","","OLNEY","ST","","","","1150","K","122","2"
"E23010005832","2023-01-05 10:42:09","5","1800","","HOTEL CIRCLE SOUTH","","","","","5150","K","623","2"
"E23010005833","2023-01-05 10:42:27","5","1800","","MADISON","AVE","","","","T","K","624","2"
"E23010005834","2023-01-05 10:42:45","5","1800","","HOTEL CIRCLE SOUTH","","","","","1130","DUP","623","1"
"E23010005835","2023-01-05 10:44:33","5","4700","","SOLOLA","AVE","","","","20002R","K","446","3"
"E23010005836","2023-01-05 10:45:18","5","8500","","MACAWA","AVE","","","","911","K","311","1"
"E23010005837","2023-01-05 10:45:35","5","400","","02ND","AVE","","","","SELENF","K","522","3"
"E23010005838","2023-01-05 10:45:43","5","1600","","FRONT","ST","","","","SELENF","K","528","3"
"E23010005839","2023-01-05 10:46:48","5","1400","","BROADWAY","","","","","1016","R","521","2"
"E23010005840","2023-01-05 10:47:02","5","5400","","SANTA MARGARITA","ST","","","","415","K","432","2"
"E23010005841","2023-01-05 10:47:11","5","7000","","FRIARS","RD","","","","459A","CAN","623","3"
"E23010005842","2023-01-05 10:47:11","5","8900","","HILLERY","DR","","","","REPORT","W","242","4"
"E23010005843","2023-01-05 10:47:12","5","4100","","AERONCA","AVE","","","","10852R","R","116","3"
"E23010005844","2023-01-05 10:49:47","5","4700","","MOUNT ASHMUN","DR","","","","DC","K","112","2"
"E23010005845","2023-01-05 10:49:51","5","8800","","RIO SAN DIEGO","DR","","","","20002R","CAN","315","3"
"E23010005846","2023-01-05 10:50:18","5","0","","52ND","ST","","EL CAJON","","1183","R","826","0"
"E23010005847","2023-01-05 10:50:27","5","3100","","ADAMS","AVE","","","","586","O","814","4"
"E23010005848","2023-01-05 10:50:38","5","8700","","COSTA VERDE","BLV","","","","CC","K","115","3"
"E23010005849","2023-01-05 10:51:02","5","16800","","WEST BERNARDO","DR","","","","911","CAN","234","1"
"E23010005850","2023-01-05 10:51:32","5","400","","C","ST","","","","415","K","524","2"
"E23010005851","2023-01-05 10:51:41","5","2200","","CONGRESS","ST","","","","1185","O","625","3"
"E23010005852","2023-01-05 10:51:54","5","5500","","FRIARS","RD","","","","MTG","O","622","4"
"E23010005853","2023-01-05 10:53:19","5","0","","ALTADENA","AVE","","","","CW","K","824","1"
"E23010005854","2023-01-05 10:53:33","5","4000","","TAYLOR","ST","","","","911P","CAN","625","2"
"E23010005855","2023-01-05 10:53:42","5","3600","","HANCOCK","ST","","","","T","O","611","2"
"E23010005856","2023-01-05 10:53:55","5","6300","","RANCHO MISSION","RD","","","","415N","K","321","3"
"E23010005857","2023-01-05 10:54:03","5","4600","","62ND","ST","","","","SELENF","K","821","3"
"E23010005858","2023-01-05 10:55:36","5","10300","","SAN DIEGO MISSION","RD","","","","602","K","321","2"
"E23010005859","2023-01-05 10:56:29","5","2000","","PAN AMERICAN","PLZ","","","","SELENF","O","531","3"
"E23010005860","2023-01-05 10:56:38","5","16800","","WEST BERNARDO","DR","","","","911","W","234","1"
"E23010005861","2023-01-05 10:58:29","5","3600","","AFTON","RD","","","","586","O","311","4"
"E23010005862","2023-01-05 10:59:06","5","1600","","01ST","AVE","","","","SELENF","K","526","3"
"E23010005864","2023-01-05 10:59:56","5","8500","","COSTA VERDE","BLV","","","","CW","K","115","1"
"E23010005866","2023-01-05 11:00:15","5","0","","KURTZ","ST","","HANCOCK","","1151","K","611","2"
"E23010005867","2023-01-05 11:01:23","5","3100","","SPORTS ARENA","BLV","","","","T","K","611","2"
"E23010005868","2023-01-05 11:01:24","5","0","","SANYO","AVE","","AIRWAY","","586","O","713","4"
"E23010005869","2023-01-05 11:01:27","5","4500","","UTAH","ST","","","","278R","K","813","3"
"E23010005870","2023-01-05 11:01:37","5","5100","","EMERALD","CV","","","","C6","W","725","2"
"E23010005871","2023-01-05 11:02:14","5","400","","SATURN","BLV","","","","SELENF","O","721","3"
"E23010005872","2023-01-05 11:02:27","5","12500","","EL CAMINO REAL","","","","","HZRD","K","934","1"
"E23010005873","2023-01-05 11:02:35","5","4500","","JEWELL","ST","","","","10851","A","122","1"
"E23010005874","2023-01-05 11:02:58","5","3400","","54TH","ST","","","","SELENF","O","451","3"
"E23010005875","2023-01-05 11:03:12","5","2900","","HEALTH CENTER","DR","","","","911","CAN","314","1"
"E23010005876","2023-01-05 11:04:36","5","7800","","VISTA HILL","AVE","","","","911","CAN","314","1"
"E23010005878","2023-01-05 11:06:03","5","3600","","HANCOCK","ST","","","","1151","O","611","2"
"E23010005879","2023-01-05 11:06:23","5","7200","","SKYLINE","DR","","","","530","R","437","4"
"E23010005880","2023-01-05 11:06:43","5","700","E","SAN YSIDRO","BLV","","","","SELENF","A","714","3"
"E23010005881","2023-01-05 11:07:19","5","3400","","OGALALA","AVE","","","","INFO","W","114","2"
"E23010005882","2023-01-05 11:07:23","5","1600","","03RD","AVE","","","","SELENF","K","526","3"
"E23010005883","2023-01-05 11:08:06","5","3200","","VERALEE","DR","","","","10851R","R","723","2"
"E23010005884","2023-01-05 11:09:07","5","4200","","EASTGATE","MAL","","","","1186","K","115","3"
"E23010005885","2023-01-05 11:09:19","5","2000","","PARK","BLV","","","","1185","R","531","3"
"E23010005886","2023-01-05 11:10:10","5","4300","","54TH","ST","","","","20002","R","826","1"
"E23010005888","2023-01-05 11:11:45","5","5600","","CHOLLAS","PKY","","","","SELENF","O","823","3"
"E23010005889","2023-01-05 11:12:22","5","0","","BALBOA","AVE","","MOUNT CULEBRA","","HZRD","K","112","1"
"E23010005890","2023-01-05 11:13:10","5","0","","COYOTE BUSH","DR","","CAMINO DEL SUR","","1182","K","937","2"
"E23010005891","2023-01-05 11:14:03","5","2700","","HEALTH CENTER","DR","","","","10852C","K","314","2"
"E23010005892","2023-01-05 11:15:28","5","2000","","PARK","BLV","","","","1185","R","531","3"
"E23010005893","2023-01-05 11:15:37","5","600","","BEARDSLEY","ST","","","","CW","K","512","1"
"E23010005894","2023-01-05 11:16:19","5","0","","PALM (SB)","AVE","","DENNERY","","10851R","R","725","2"
"E23010005896","2023-01-05 11:19:42","5","0","","","","","","","1151","K","-1","2"
"E23010005897","2023-01-05 11:20:09","5","3800","","FAIRMOUNT","AVE","","","","SELENF","O","833","3"
"E23010005898","2023-01-05 11:21:36","5","3500","","LOGAN","AVE","","","","FU","K","441","2"
"E23010005899","2023-01-05 11:23:20","5","5000","","NEWPORT","AVE","","","","1016","A","614","2"
"E23010005900","2023-01-05 11:23:32","5","5100","","SANTA FE","ST","","","","AU23103","W","113","2"
"E23010005901","2023-01-05 11:23:53","5","800","","65TH","ST","","","","MTG","K","433","4"
"E23010005902","2023-01-05 11:24:47","5","5100","","MISSION CENTER","RD","","","","415V","K","315","1"
"E23010005903","2023-01-05 11:25:12","5","600","","CAMINO DEL RIO SOUTH","","","","","10851R","K","315","2"
"E23010005904","2023-01-05 11:25:47","5","3900","","04TH","AVE","","","","602","A","627","2"
"E23010005905","2023-01-05 11:28:22","5","500","","THORN","ST","","","","SELENF","K","529","3"
"E23010005906","2023-01-05 11:28:36","5","10900","","MORNING CREEK S","DR","","","","MTG","K","231","4"
"E23010005907","2023-01-05 11:29:34","5","6500","","UNIVERSITY","AVE","","","","415","K","841","2"
"E23010005908","2023-01-05 11:30:23","5","3800","","RAY","ST","","","","459A","K","813","3"
"E23010005909","2023-01-05 11:31:25","5","4100","","UNIVERSITY","AVE","","","","415V","K","834","1"
"E23010005910","2023-01-05 11:31:49","5","4400","","NIMITZ","BLV","","","","FU","K","613","2"
"E23010005912","2023-01-05 11:32:17","5","5200","","REX","AVE","","","","DC","K","827","2"
"E23010005913","2023-01-05 11:32:23","5","0","","HAZARD CENTER","DR","","FRAZEE","","1183","R","315","0"
"E23010005914","2023-01-05 11:32:28","5","4400","","NARRAGANSETT","AVE","","","","594R","K","613","3"
"E23010005915","2023-01-05 11:32:32","5","4300","","52ND","ST","","","","415V","K","826","1"
"E23010005916","2023-01-05 11:32:38","5","2000","","ISLAND","AVE","","","","5150","A","514","1"
"E23010005917","2023-01-05 11:33:04","5","700","E","SAN YSIDRO","BLV","","","","23110","A","714","1"
"E23010005918","2023-01-05 11:34:36","5","1200","","CUSHMAN","AVE","","","","415V","A","622","1"
"E23010005919","2023-01-05 11:34:37","5","1000","","B","ST","","","","RJ","R","524","2"
"E23010005920","2023-01-05 11:35:02","5","3200","","PASEO VILLAGE","WAY","","","","487R","R","934","3"
"E23010005921","2023-01-05 11:35:14","5","5400","","ORANGE","AVE","","","","SELENF","K","822","3"
"E23010005922","2023-01-05 11:35:35","5","500","","BROADWAY","","","","","FD","K","524","2"
"E23010005923","2023-01-05 11:36:13","5","4000","","MURPHY CANYON","RD","","","","MTG","K","313","4"
"E23010005925","2023-01-05 11:36:51","5","1800","","NATIONAL","AVE","","","","911","K","511","1"
"E23010005927","2023-01-05 11:38:19","5","10600","","SENDA ACUARIO","","","","","459A","K","934","2"
"E23010005928","2023-01-05 11:38:20","5","0","","SPORTS ARENA","BLV","","ROSECRANS","","1021","K","611","3"
"E23010005929","2023-01-05 11:38:40","5","4500","","LA JOLLA VILLAGE","DR","","","","415","K","115","2"
"E23010005930","2023-01-05 11:38:54","5","4600","","PALM (SB)","AVE","","","","911","K","725","1"
"E23010005931","2023-01-05 11:40:00","5","11800","","SCRIPPS CREEK","DR","","","","MTG","K","246","4"
"E23010005932","2023-01-05 11:40:17","5","3400","","NATIONAL","AVE","","","","FU","K","441","2"
"E23010005933","2023-01-05 11:40:30","5","0","NB","15","","","CARROLL CANYON","","AU23103","W","241","2"
"E23010005934","2023-01-05 11:40:45","5","4700","","IMPERIAL","AVE","","","","211R","CAN","446","2"
"E23010005935","2023-01-05 11:42:39","5","1700","","EL PRADO","","","","","AU2","K","531","2"
"E23010005936","2023-01-05 11:42:46","5","2400","","GRAND","AVE","","","","NARC","R","122","2"
"E23010005937","2023-01-05 11:44:54","5","3400","","EDIWHAR","AVE","","","","SCHOOL","K","311","4"
"E23010005938","2023-01-05 11:45:36","5","0","E","SAN YSIDRO","BLV","","BORDER VILLAGE","","245","A","712","0"
"E23010005939","2023-01-05 11:46:52","5","1600","","KETTNER","BLV","","","","211A","K","527","1"
"E23010005940","2023-01-05 11:47:46","5","400","","05TH","AVE","","","","1186","O","523","3"
"E23010005941","2023-01-05 11:48:54","5","700","","17TH","ST","","","","SELENF","K","521","3"
"E23010005943","2023-01-05 11:49:57","5","5500","","HAVENRIDGE","WAY","","","","459A","K","934","2"
"E23010005944","2023-01-05 11:50:02","5","1500","","HORNBLEND","ST","","","","586","K","122","4"
"E23010005945","2023-01-05 11:53:13","5","3700","","SWIFT","AVE","","","","5150","A","839","2"
"E23010005946","2023-01-05 11:55:28","5","8400","","MIRAMAR","RD","","","","AU23103","W","243","2"
"E23010005947","2023-01-05 11:56:45","5","200","","47TH","ST","","","","530","R","446","9"
"E23010005948","2023-01-05 11:57:04","5","1000","","B","ST","","","","FD","K","524","2"
"E23010005949","2023-01-05 11:57:49","5","4200","","EASTGATE","MAL","","","","HZRD","W","115","1"
"E23010005950","2023-01-05 11:58:07","5","0","","08TH","AVE","","ISLAND","","602","K","521","2"
"E23010005951","2023-01-05 11:58:29","5","3000","","DEL SOL","BLV","","","","FOUND","R","723","4"
"E23010005952","2023-01-05 11:59:03","5","6200","","LAKE ALAMOR","AVE","","","","CC","K","324","3"
"E23010005953","2023-01-05 12:00:03","5","1600","","PASEO AURORA","","","","","CC","K","725","3"
"E23010005954","2023-01-05 12:00:49","5","2000","","PARK","BLV","","","","1185","R","531","3"
"E23010005956","2023-01-05 12:05:39","5","7000","","LINDA VISTA","RD","","","","INFO","W","621","2"
"E23010005957","2023-01-05 12:06:23","5","1500","","SATELLITE","BLV","","","","1087","K","721","2"
"E23010005958","2023-01-05 12:06:45","5","8900","","CLAIREMONT MESA","BLV","","","","COURT","K","313","4"
"E23010005959","2023-01-05 12:09:07","5","11700","","BERNARDO PLAZA","CT","","","","470R","O","234","9"
"E23010005960","2023-01-05 12:09:13","5","4500","","COPELAND","AVE","","","","1146","K","825","0"
"E23010005961","2023-01-05 12:09:45","5","3000","","54TH","ST","","","","SELENF","K","451","3"
"E23010005962","2023-01-05 12:10:04","5","0","","46TH","ST","","","","CW","CAN","824","1"
"E23010005963","2023-01-05 12:12:02","5","1900","","ILLION","ST","","","","MTG","K","116","4"
"E23010005964","2023-01-05 12:12:56","5","1200","","01ST","AVE","","","","CC","O","524","3"
"E23010005965","2023-01-05 12:13:27","5","4100","","30TH","ST","","","","911","CAN","813","1"
"E23010005966","2023-01-05 12:16:41","5","3600","","KURTZ","ST","","","","415PP","K","611","2"
"E23010005967","2023-01-05 12:18:02","5","900","","CATALINA","BLV","","","","647F","K","617","2"
"E23010005968","2023-01-05 12:18:06","5","2100","","FENTON","PKY","","","","415PP","K","315","2"
"E23010005969","2023-01-05 12:18:38","5","2500","","BACON","ST","","","","1016","A","614","2"
"E23010005972","2023-01-05 12:21:08","5","0","","INTERSTATE 8 WB","","","COLLEGE","","1183","O","327","0"
"E23010005973","2023-01-05 12:21:43","5","1500","","SCOTT","ST","","","","487R","R","615","9"
"E23010005974","2023-01-05 12:24:50","5","2900","","DAMON","AVE","","","","INFO","W","122","2"
"E23010005975","2023-01-05 12:25:15","5","400","","35TH","ST","","","","FU","K","444","2"
"E23010005976","2023-01-05 12:25:52","5","6300","","FEDERAL","BLV","","","","586","O","435","4"
"E23010005977","2023-01-05 12:26:08","5","6000","","FULMAR","ST","","","","459A","K","433","2"
"E23010005978","2023-01-05 12:26:41","5","1300","","04TH","AVE","","","","CW","K","524","1"
"E23010005979","2023-01-05 12:27:28","5","0","","IMPERIAL","AVE","","16TH","","1183","K","521","0"
"E23010005980","2023-01-05 12:27:52","5","300","","UNIVERSITY","AVE","","","","415","K","627","2"
"E23010005981","2023-01-05 12:29:24","5","2900","","THORN","ST","","","","586","O","813","4"
"E23010005982","2023-01-05 12:30:04","5","9200","","AERO","DR","","","","CC","K","311","3"
"E23010005983","2023-01-05 12:31:03","5","8900","","HILLERY","DR","","","","459A","K","242","2"
"E23010005984","2023-01-05 12:34:01","5","0","S","35TH","ST","","FRANKLIN","","FU","O","441","2"
"E23010005985","2023-01-05 12:34:30","5","1400","","BROADWAY","","","","","INFO","O","521","2"
"E23010005986","2023-01-05 12:36:09","5","7200","","SKYLINE","DR","","","","MTG","K","437","4"
"E23010005987","2023-01-05 12:36:54","5","0","NB","15","","","FRIARS","","FD","K","315","2"
"E23010005988","2023-01-05 12:39:00","5","1500","","COAST","WAL","","","","SLEEPER","K","124","3"
"E23010005989","2023-01-05 12:39:04","5","8700","","COSTA VERDE","BLV","","","","10852R","K","115","9"
"E23010005990","2023-01-05 12:43:01","5","4300","","DAWSON","AVE","","","","530","O","826","9"
"E23010005991","2023-01-05 12:43:53","5","0","","ARIZONA","ST","","UNIVERSITY","","HZRD","K","813","1"
"E23010005992","2023-01-05 12:44:40","5","1100","","27TH (SB)","ST","","","","211R","R","723","2"
"E23010005993","2023-01-05 12:45:06","5","0","","MIRA MESA","BLV","","REAGAN","","23110","R","242","1"
"E23010005995","2023-01-05 12:47:02","5","3900","","FEDERAL","BLV","","","","1185","O","837","3"
"E23010005997","2023-01-05 12:51:08","5","1000","","PICADOR","BLV","","","","459A","K","723","2"
"E23010005998","2023-01-05 12:51:18","5","3600","","SPORTS ARENA","BLV","","","","HZRD","CAN","611","1"
"E23010005999","2023-01-05 12:51:44","5","1400","","BAY","BLV","","","","459R","CAN","721","3"
"E23010006000","2023-01-05 12:54:32","5","900","","HOLLISTER","ST","","","","653M","R","724","3"
"E23010006001","2023-01-05 12:55:23","5","1400","","PACIFIC BEACH","DR","","","","1185","O","122","3"
"E23010006002","2023-01-05 12:56:08","5","3800","","MIDWAY","DR","","","","10852R","R","613","9"
"E23010006003","2023-01-05 12:57:13","5","400","E","SAN YSIDRO","BLV","","","","415V","K","712","1"
"E23010006004","2023-01-05 12:58:16","5","700","","BEARDSLEY","ST","","","","1186","O","512","3"
"E23010006005","2023-01-05 12:58:30","5","700","","BEECH","ST","","","","1021","O","526","3"
"E23010006006","2023-01-05 12:58:44","5","5500","","POTOMAC","ST","","","","5150V","CAN","438","1"
"E23010006007","2023-01-05 13:00:09","5","9200","","AERO","DR","","","","1186","O","311","3"
"E23010006008","2023-01-05 13:01:47","5","3900","","FEDERAL","BLV","","","","MTG","K","837","4"
"E23010006009","2023-01-05 13:02:00","5","9400","","LARRABEE","AVE","","","","SELENF","O","311","3"
"E23010006010","2023-01-05 13:04:35","5","300","","10TH","AVE","","","","AU1","W","521","1"
"E23010006011","2023-01-05 13:04:41","5","2800","","WHITMAN","ST","","","","SELENF","K","625","3"
"E23010006012","2023-01-05 13:05:52","5","100","S","ROYAL OAK","DR","","","","518R","W","436","3"
"E23010006013","2023-01-05 13:06:24","5","4800","","LEMAT","PL","","","","586","O","713","4"
"E23010006014","2023-01-05 13:07:48","5","6600","","ALVARADO","RD","","","","AU2","W","327","2"
"E23010006015","2023-01-05 13:08:11","5","6600","","MIRA MESA","BLV","","","","HZRD","W","931","1"
"E23010006016","2023-01-05 13:08:21","5","4400","","PAOLA","WAY","","","","10851RR","O","111","3"
"E23010006017","2023-01-05 13:08:58","5","1900","","HORNBLEND","ST","","","","11-8","K","122","0"
"E23010006018","2023-01-05 13:10:15","5","5000","","LAUREL","ST","","","","INFO","K","451","2"
"E23010006019","2023-01-05 13:12:11","5","300","","PARK","BLV","","","","1186","K","521","3"
"E23010006020","2023-01-05 13:12:35","5","7400","","GIRARD","AVE","","","","530","R","124","9"
